"timeStamp","sixtyKTemp","threeKTemp","baseTemp"
1450045814,47.99,2.9655,1.05
1450045809,47.99,2.958,1.05
1450045804,47.99,2.9595,1.05
1450045799,47.99,2.9648,1.04
1450045794,47.989,2.9579,1.04
1450045788,47.99,2.9588,1.05
1450045783,47.991,2.9642,1.04
1450045778,47.991,2.9598,1.05
1450045773,47.992,2.9562,1.05
1450045768,47.992,2.9635,1.04
1450045763,47.994,2.9593,1.05
1450045757,47.995,2.9549,1.04
1450045752,47.996,2.9621,1.04
1450045747,47.997,2.9586,1.03
1450045742,47.998,2.9538,1.04
1450045737,47.998,2.9602,1.03
1450045732,47.999,2.9594,1.04
1450045726,47.999,2.9517,1.04
1450045721,47.999,2.9579,1.04
1450045716,47.999,2.9597,1.04
1450045711,48,2.9524,1.03
1450045706,48,2.9577,1.03
1450045701,48,2.9604,1.03
1450045695,48.001,2.9528,1.03
1450045690,48,2.958,1.03
1450045685,47.999,2.9607,1.03
1450045680,47.998,2.9529,1.03
1450045675,47.997,2.9578,1.03
1450045670,47.996,2.9618,1.03
1450045664,47.994,2.9553,1.03
1450045659,47.994,2.957,1.03
1450045654,47.993,2.9634,1.02
1450045649,47.992,2.9601,1.02
1450045644,47.991,2.9577,1.02
1450045639,47.991,2.9647,1.02
1450045633,47.99,2.9614,1.02
1450045628,47.989,2.958,1.02
1450045623,47.988,2.9654,1.02
1450045618,47.987,2.9646,1.02
1450045613,47.987,2.9581,1.01
1450045608,47.986,2.9652,1.02
1450045602,47.987,2.9663,1.02
1450045597,47.986,2.9589,1.02
1450045592,47.986,2.9655,1.01
1450045587,47.985,2.9675,1.02
1450045582,47.985,2.9607,1.01
1450045577,47.985,2.965,1.01
1450045571,47.985,2.9694,1.01
1450045566,47.985,2.9621,1.01
1450045561,47.985,2.9653,1.01
1450045556,47.985,2.9701,1.01
1450045551,47.985,2.9632,1.01
1450045546,47.985,2.9646,1.01
1450045540,47.986,2.9701,1.01
1450045535,47.986,2.965,1.01
1450045530,47.986,2.9628,1.01
1450045525,47.986,2.9695,1.01
1450045520,47.986,2.9642,1
1450045515,47.986,2.9614,1
1450045509,47.986,2.9688,1
1450045504,47.986,2.9667,1.01
1450045499,47.986,2.9605,1
1450045494,47.985,2.9671,1
1450045489,47.985,2.9682,0.99
1450045484,47.985,2.9605,1
1450045478,47.985,2.9656,1
1450045473,47.984,2.9693,1
1450045468,47.984,2.9613,1
1450045463,47.983,2.9653,1
1450045458,47.982,2.9695,1
1450045453,47.983,2.9633,1
1450045447,47.983,2.963,0.99
1450045442,47.983,2.9688,0.99
1450045437,47.983,2.9638,1
1450045432,47.984,2.9632,0.99
1450045427,47.985,2.9702,1
1450045421,47.985,2.9651,0.99
1450045416,47.988,2.9629,0.99
1450045411,47.989,2.9694,0.99
1450045406,47.99,2.9656,0.99
1450045401,47.991,2.9596,0.99
1450045396,47.992,2.9662,0.99
1450045390,47.993,2.9648,0.98
1450045385,47.993,2.9584,0.99
1450045380,47.994,2.9644,0.99
1450045375,47.994,2.9649,0.98
1450045370,47.995,2.9572,0.99
1450045365,47.995,2.9625,0.98
1450045359,47.996,2.9651,0.98
1450045354,47.998,2.9566,0.98
1450045349,47.999,2.9606,0.98
1450045344,48,2.9645,0.98
1450045339,48.001,2.957,0.98
1450045334,48.002,2.9573,0.98
1450045329,48.002,2.9614,0.98
1450045323,48.002,2.9571,0.97
1450045318,48.002,2.9533,0.98
1450045313,48.001,2.9599,0.98
1450045308,48.002,2.9565,0.97
1450045303,48.002,2.9527,0.98
1450045298,48.003,2.959,0.98
1450045292,48.003,2.959,0.97
1450045287,48.003,2.952,0.97
1450045282,48.004,2.9581,0.98
1450045277,48.004,2.9589,0.97
1450045272,48.004,2.9521,0.96
1450045266,48.005,2.9585,0.97
1450045261,48.006,2.9601,0.97
1450045256,48.005,2.9538,0.96
1450045251,48.006,2.9569,0.97
1450045246,48.006,2.961,0.97
1450045241,48.007,2.9528,0.96
1450045235,48.007,2.9551,0.96
1450045230,48.007,2.9596,0.96
1450045225,48.007,2.9524,0.96
1450045220,48.007,2.9532,0.96
1450045215,48.008,2.9602,0.96
1450045210,48.007,2.9545,0.96
1450045204,48.008,2.9529,0.96
1450045199,48.007,2.9595,0.96
1450045194,48.007,2.955,0.95
1450045189,48.006,2.9525,0.95
1450045184,48.005,2.9599,0.96
1450045179,48.005,2.9556,0.95
1450045173,48.004,2.9527,0.95
1450045168,48.004,2.9599,0.95
1450045163,48.004,2.9574,0.95
1450045158,48.003,2.9541,0.95
1450045153,48.002,2.9602,0.95
1450045148,48.002,2.9607,0.95
1450045142,48.002,2.9538,0.95
1450045137,48.002,2.9605,0.95
1450045132,48.001,2.9614,0.94
1450045127,48.001,2.9543,0.95
1450045122,48.001,2.9606,0.95
1450045117,48,2.9623,0.94
1450045111,48,2.9557,0.94
1450045106,48,2.9587,0.94
1450045101,47.999,2.9635,0.94
1450045096,48,2.956,0.94
1450045091,47.999,2.9583,0.94
1450045086,47.998,2.9634,0.94
1450045080,47.999,2.9585,0.94
1450045075,48,2.9569,0.94
1450045070,48,2.9638,0.94
1450045065,48,2.9587,0.93
1450045060,48,2.9562,0.94
1450045055,48,2.9627,0.94
1450045049,48,2.9588,0.93
1450045044,47.998,2.9555,0.94
1450045039,47.997,2.9616,0.93
1450045034,47.997,2.9616,0.93
1450045029,47.997,2.955,0.93
1450045024,47.996,2.9615,0.93
1450045018,47.996,2.9621,0.93
1450045013,47.995,2.9565,0.93
1450045008,47.995,2.9623,0.92
1450045003,47.995,2.9653,0.93
1450044998,47.995,2.9575,0.93
1450044993,47.995,2.9628,0.93
1450044987,47.996,2.9666,0.93
1450044982,47.996,2.9605,0.93
1450044977,47.996,2.9619,0.92
1450044972,47.998,2.9677,0.93
1450044967,47.998,2.9606,0.92
1450044961,47.999,2.9611,0.92
1450044956,48,2.9666,0.92
1450044951,48,2.9601,0.92
1450044946,48,2.9587,0.92
1450044941,48.001,2.9657,0.91
1450044936,48.001,2.9619,0.92
1450044930,48.001,2.9578,0.92
1450044925,48.001,2.9649,0.91
1450044920,48,2.9615,0.92
1450044915,48,2.9568,0.91
1450044910,47.999,2.964,0.91
1450044905,47.998,2.962,0.91
1450044899,47.998,2.9574,0.91
1450044894,47.997,2.9648,0.91
1450044889,47.995,2.9633,0.91
1450044884,47.995,2.9582,0.91
1450044879,47.993,2.964,0.91
1450044874,47.993,2.9659,0.91
1450044868,47.993,2.9588,0.91
1450044863,47.991,2.9624,0.91
1450044858,47.99,2.9674,0.9
1450044853,47.989,2.9605,0.91
1450044848,47.989,2.9635,0.9
1450044843,47.989,2.9689,0.91
1450044837,47.989,2.9618,0.91
1450044832,47.99,2.9616,0.9
1450044827,47.99,2.968,0.9
1450044822,47.99,2.9628,0.9
1450044817,47.991,2.9597,0.9
1450044812,47.99,2.9664,0.9
1450044806,47.991,2.9622,0.9
1450044801,47.993,2.9585,0.9
1450044796,47.994,2.9642,0.9
1450044791,47.996,2.9641,0.9
1450044786,47.997,2.9571,0.9
1450044781,47.998,2.9627,0.9
1450044775,47.998,2.9624,0.89
1450044770,47.999,2.9552,0.9
1450044765,48.001,2.9613,0.89
1450044760,48.002,2.9614,0.89
1450044755,48.002,2.9542,0.89
1450044750,48.003,2.9572,0.89
1450044744,48.004,2.9608,0.89
1450044739,48.004,2.9529,0.89
1450044734,48.005,2.9555,0.89
1450044729,48.005,2.9597,0.89
1450044724,48.005,2.9537,0.89
1450044719,48.006,2.9525,0.89
1450044713,48.005,2.9592,0.89
1450044708,48.005,2.9539,0.88
1450044703,48.004,2.9512,0.88
1450044698,48.004,2.958,0.88
1450044693,48.004,2.9563,0.88
1450044688,48.002,2.9511,0.88
1450044682,48.002,2.9587,0.88
1450044677,48.001,2.9574,0.88
1450044672,48,2.9515,0.88
1450044667,47.999,2.9567,0.88
1450044662,47.999,2.96,0.88
1450044657,47.998,2.9522,0.88
1450044651,47.997,2.9571,0.88
1450044646,47.996,2.9609,0.87
1450044641,47.996,2.953,0.88
1450044636,47.996,2.9558,0.88
1450044631,47.995,2.9618,0.87
1450044626,47.995,2.9554,0.87
1450044620,47.995,2.9565,0.87
1450044615,47.995,2.963,0.87
1450044610,47.995,2.9569,0.87
1450044605,47.996,2.957,0.87
1450044600,47.995,2.9639,0.87
1450044595,47.995,2.9582,0.87
1450044589,47.994,2.9572,0.86
1450044584,47.993,2.9641,0.87
1450044579,47.994,2.9592,0.86
1450044574,47.994,2.9581,0.86
1450044569,47.995,2.9653,0.86
1450044563,47.995,2.9623,0.86
1450044558,47.996,2.9575,0.86
1450044553,47.996,2.9647,0.86
1450044548,47.997,2.9633,0.86
1450044543,47.997,2.9575,0.86
1450044538,47.999,2.964,0.86
1450044532,47.999,2.9626,0.86
1450044527,47.999,2.9561,0.85
1450044522,48,2.961,0.86
1450044517,48,2.9636,0.86
1450044512,48,2.9557,0.85
1450044507,48,2.9606,0.85
1450044501,48.001,2.9639,0.85
1450044496,48,2.9567,0.85
1450044491,48.001,2.9613,0.85
1450044486,48.001,2.9657,0.85
1450044481,48.001,2.959,0.85
1450044476,48.001,2.9602,0.85
1450044470,48.002,2.9662,0.84
1450044465,48,2.9592,0.85
1450044460,48,2.9591,0.84
1450044455,48,2.966,0.85
1450044450,48,2.9624,0.84
1450044445,48,2.9583,0.84
1450044439,48.001,2.9654,0.84
1450044434,48.001,2.9634,0.84
1450044429,48.002,2.9582,0.84
1450044424,48.002,2.965,0.84
1450044419,48.002,2.9633,0.84
1450044414,48.002,2.958,0.84
1450044408,48.002,2.9635,0.84
1450044403,48.003,2.9657,0.84
1450044398,48.005,2.9583,0.84
1450044393,48.004,2.9636,0.83
1450044388,48.005,2.9665,0.83
1450044383,48.006,2.9584,0.83
1450044377,48.006,2.9625,0.83
1450044372,48.006,2.966,0.83
1450044367,48.006,2.9592,0.83
1450044362,48.005,2.9591,0.83
1450044357,48.004,2.9652,0.83
1450044352,48.003,2.9591,0.83
1450044346,48.001,2.9597,0.83
1450044341,48.001,2.9666,0.83
1450044336,47.999,2.9612,0.83
1450044331,47.998,2.9602,0.82
1450044326,47.999,2.9662,0.82
1450044321,47.998,2.9639,0.83
1450044315,47.998,2.9596,0.82
1450044310,47.998,2.9664,0.82
1450044305,47.998,2.9646,0.82
1450044300,47.997,2.9595,0.82
1450044295,47.999,2.9657,0.82
1450044290,47.997,2.9673,0.82
1450044284,47.997,2.9598,0.82
1450044279,47.998,2.9651,0.82
1450044274,47.999,2.9673,0.82
1450044269,48,2.9601,0.82
1450044264,48.001,2.9635,0.81
1450044259,48.003,2.9687,0.82
1450044253,48.005,2.9608,0.82
1450044248,48.006,2.9619,0.81
1450044243,48.006,2.9674,0.81
1450044238,48.006,2.9603,0.81
1450044233,48.007,2.9618,0.81
1450044227,48.006,2.9679,0.81
1450044222,48.007,2.9607,0.81
1450044217,48.005,2.9612,0.81
1450044212,48.005,2.9667,0.81
1450044207,48.004,2.963,0.81
1450044202,48.004,2.9605,0.81
1450044196,48.004,2.9681,0.8
1450044191,48.004,2.9644,0.8
1450044186,48.004,2.9611,0.8
1450044181,48.004,2.9679,0.8
1450044176,48.004,2.9648,0.8
1450044171,48.004,2.9605,0.8
1450044165,48.003,2.9661,0.8
1450044160,48.003,2.9665,0.8
1450044155,48.002,2.9598,0.8
1450044150,48.001,2.9666,0.8
1450044145,48.001,2.9682,0.8
1450044140,48,2.9616,0.8
1450044134,48.001,2.9681,0.79
1450044129,48,2.9702,0.79
1450044124,48,2.9624,0.79
1450044119,48.001,2.9676,0.79
1450044114,48.001,2.9707,0.79
1450044109,48.002,2.963,0.79
1450044103,48.002,2.9651,0.79
1450044098,48.001,2.9703,0.79
1450044093,48.001,2.9642,0.79
1450044088,48.002,2.9617,0.79
1450044083,48.002,2.9689,0.79
1450044078,48.002,2.9643,0.79
1450044072,48.002,2.9612,0.78
1450044067,48.002,2.968,0.78
1450044062,48.001,2.9643,0.78
1450044057,48.001,2.9611,0.78
1450044052,48,2.9681,0.78
1450044047,48.001,2.964,0.78
1450044041,48,2.9605,0.78
1450044036,48,2.9676,0.78
1450044031,47.999,2.9643,0.78
1450044026,47.998,2.9603,0.78
1450044021,47.998,2.9674,0.78
1450044015,47.999,2.9653,0.77
1450044010,48,2.9607,0.78
1450044005,48,2.9676,0.77
1450044000,47.999,2.965,0.77
1450043995,47.999,2.9596,0.77
1450043990,48,2.9664,0.77
1450043984,48,2.9646,0.77
1450043979,47.999,2.9593,0.77
1450043974,47.998,2.9664,0.77
1450043969,47.998,2.965,0.77
1450043964,47.997,2.9593,0.77
1450043959,47.996,2.9667,0.76
1450043953,47.995,2.9661,0.76
1450043948,47.995,2.9599,0.77
1450043943,47.995,2.9674,0.76
1450043938,47.994,2.9664,0.76
1450043933,47.995,2.9603,0.76
1450043927,47.995,2.967,0.76
1450043922,47.995,2.9665,0.76
1450043917,47.994,2.96,0.76
1450043912,47.994,2.9652,0.76
1450043907,47.993,2.9683,0.76
1450043902,47.993,2.9603,0.76
1450043896,47.992,2.9643,0.76
1450043891,47.992,2.9682,0.75
1450043886,47.992,2.9598,0.76
1450043881,47.992,2.9638,0.75
1450043876,47.992,2.9679,0.75
1450043871,47.993,2.9616,0.75
1450043865,47.993,2.9615,0.75
1450043860,47.993,2.967,0.75
1450043855,47.995,2.9607,0.75
1450043850,47.996,2.9608,0.75
1450043845,47.997,2.9665,0.75
1450043840,47.998,2.9603,0.75
1450043834,47.999,2.9595,0.75
1450043829,48.001,2.9658,0.75
1450043824,48.002,2.96,0.75
1450043819,48.004,2.9589,0.74
1450043814,48.004,2.9654,0.74
1450043809,48.006,2.9615,0.74
1450043803,48.007,2.9562,0.74
1450043798,48.009,2.9631,0.74
1450043793,48.009,2.9599,0.74
1450043788,48.011,2.954,0.74
1450043783,48.01,2.96,0.74
1450043778,48.011,2.9614,0.74
1450043772,48.011,2.953,0.74
1450043767,48.011,2.9589,0.74
1450043762,48.012,2.9611,0.74
1450043757,48.012,2.9546,0.73
1450043752,48.011,2.9564,0.73
1450043747,48.012,2.9614,0.73
1450043741,48.011,2.9541,0.73
1450043736,48.01,2.9563,0.73
1450043731,48.009,2.9621,0.73
1450043726,48.008,2.9561,0.73
1450043721,48.008,2.958,0.73
1450043716,48.007,2.964,0.73
1450043710,48.006,2.9575,0.73
1450043705,48.006,2.959,0.73
1450043700,48.006,2.9653,0.73
1450043695,48.005,2.9592,0.72
1450043690,48.005,2.9596,0.73
1450043684,48.004,2.9657,0.72
1450043679,48.004,2.9603,0.72
1450043674,48.004,2.96,0.72
1450043669,48.003,2.9668,0.72
1450043664,48.003,2.961,0.72
1450043659,48.003,2.9584,0.72
1450043653,48.004,2.9652,0.72
1450043648,48.004,2.9637,0.72
1450043643,48.005,2.9586,0.72
1450043638,48.006,2.9657,0.72
1450043633,48.008,2.9638,0.71
1450043628,48.01,2.9575,0.72
1450043622,48.011,2.9637,0.71
1450043617,48.011,2.9642,0.71
1450043612,48.012,2.9555,0.71
1450043607,48.012,2.9606,0.71
1450043602,48.012,2.9629,0.71
1450043597,48.013,2.9541,0.71
1450043591,48.013,2.9591,0.71
1450043586,48.012,2.9623,0.71
1450043581,48.012,2.9545,0.7
1450043576,48.011,2.9582,0.71
1450043571,48.012,2.9643,0.71
1450043566,48.011,2.9576,0.71
1450043560,48.011,2.9586,0.7
1450043555,48.012,2.9645,0.7
1450043550,48.012,2.9582,0.7
1450043545,48.011,2.9591,0.7
1450043540,48.01,2.9651,0.7
1450043535,48.01,2.9607,0.7
1450043529,48.01,2.9575,0.7
1450043524,48.009,2.9652,0.7
1450043519,48.01,2.9619,0.7
1450043514,48.01,2.9578,0.7
1450043509,48.01,2.9641,0.7
1450043504,48.011,2.9646,0.69
1450043498,48.012,2.9574,0.69
1450043493,48.012,2.9629,0.7
1450043488,48.012,2.9639,0.69
1450043483,48.011,2.9573,0.69
1450043478,48.012,2.9608,0.69
1450043473,48.011,2.9661,0.69
1450043467,48.011,2.9581,0.69
1450043462,48.012,2.9607,0.69
1450043457,48.011,2.9661,0.69
1450043452,48.011,2.9605,0.69
1450043447,48.01,2.9587,0.69
1450043442,48.01,2.9656,0.68
1450043436,48.009,2.963,0.69
1450043431,48.008,2.9578,0.68
1450043426,48.007,2.9651,0.68
1450043421,48.006,2.9646,0.68
1450043416,48.006,2.9591,0.68
1450043411,48.005,2.9666,0.68
1450043405,48.005,2.9675,0.68
1450043400,48.004,2.9601,0.68
1450043395,48.003,2.9657,0.68
1450043390,48.004,2.9693,0.68
1450043385,48.004,2.9611,0.68
1450043380,48.004,2.9651,0.68
1450043374,48.004,2.9677,0.67
1450043369,48.003,2.9601,0.67
1450043364,48.003,2.9629,0.67
1450043359,48.004,2.9691,0.67
1450043354,48.004,2.9628,0.67
1450043349,48.006,2.9636,0.67
1450043343,48.006,2.9692,0.67
1450043338,48.007,2.9635,0.67
1450043333,48.008,2.9627,0.67
1450043328,48.009,2.9685,0.67
1450043323,48.008,2.9649,0.67
1450043318,48.008,2.9603,0.66
1450043312,48.009,2.9674,0.66
1450043307,48.01,2.9651,0.66
1450043302,48.01,2.9594,0.66
1450043297,48.01,2.9664,0.66
1450043292,48.01,2.9663,0.66
1450043287,48.01,2.9579,0.66
1450043281,48.01,2.9639,0.66
1450043276,48.011,2.9663,0.66
1450043271,48.011,2.9586,0.66
1450043266,48.011,2.9636,0.66
1450043261,48.011,2.9667,0.66
1450043256,48.01,2.9603,0.66
1450043250,48.009,2.9613,0.66
1450043245,48.009,2.9667,0.65
1450043240,48.009,2.9605,0.66
1450043235,48.009,2.9614,0.65
1450043230,48.009,2.9677,0.65
1450043224,48.01,2.9614,0.65
1450043219,48.011,2.9616,0.65
1450043214,48.011,2.9672,0.65
1450043209,48.011,2.9646,0.65
1450043204,48.012,2.9605,0.65
1450043199,48.012,2.9677,0.65
1450043193,48.012,2.9657,0.65
1450043188,48.013,2.9604,0.64
1450043183,48.013,2.9668,0.64
1450043178,48.013,2.9649,0.64
1450043173,48.013,2.9596,0.64
1450043168,48.014,2.9652,0.64
1450043162,48.014,2.9676,0.64
1450043157,48.014,2.9596,0.64
1450043152,48.015,2.9651,0.64
1450043147,48.016,2.9674,0.64
1450043142,48.016,2.9591,0.64
1450043137,48.016,2.9641,0.64
1450043131,48.016,2.9667,0.63
1450043126,48.014,2.9582,0.64
1450043121,48.014,2.963,0.63
1450043116,48.014,2.967,0.64
1450043111,48.014,2.9592,0.63
1450043106,48.013,2.9614,0.63
1450043100,48.013,2.9673,0.63
1450043095,48.012,2.9611,0.63
1450043090,48.011,2.9615,0.63
1450043085,48.011,2.9682,0.63
1450043080,48.012,2.9623,0.63
1450043075,48.012,2.9618,0.63
1450043069,48.012,2.9676,0.63
1450043064,48.012,2.9643,0.63
1450043059,48.013,2.9601,0.63
1450043054,48.014,2.967,0.62
1450043049,48.014,2.9645,0.62
1450043044,48.015,2.96,0.62
1450043038,48.016,2.9675,0.62
1450043033,48.016,2.9669,0.62
1450043028,48.017,2.9593,0.62
1450043023,48.019,2.9649,0.62
1450043018,48.019,2.967,0.62
1450043013,48.02,2.9584,0.62
1450043007,48.021,2.9617,0.62
1450043002,48.021,2.9659,0.62
1450042997,48.022,2.9579,0.62
1450042992,48.022,2.9606,0.61
1450042987,48.022,2.9647,0.61
1450042982,48.022,2.9569,0.61
1450042976,48.022,2.957,0.61
1450042971,48.022,2.9637,0.61
1450042966,48.022,2.9591,0.61
1450042961,48.022,2.957,0.61
1450042956,48.022,2.9632,0.61
1450042950,48.022,2.9587,0.61
1450042945,48.023,2.9561,0.61
1450042940,48.024,2.9625,0.61
1450042935,48.025,2.9589,0.61
1450042930,48.026,2.9552,0.61
1450042925,48.027,2.9621,0.61
1450042919,48.028,2.958,0.6
1450042914,48.027,2.9535,0.6
1450042909,48.027,2.9599,0.6
1450042904,48.026,2.9573,0.6
1450042899,48.026,2.9525,0.6
1450042894,48.026,2.9601,0.6
1450042888,48.026,2.9582,0.6
1450042883,48.025,2.9531,0.6
1450042878,48.025,2.9601,0.6
1450042873,48.025,2.9604,0.6
1450042868,48.025,2.953,0.6
1450042863,48.024,2.9592,0.59
1450042857,48.023,2.9608,0.59
1450042852,48.022,2.9531,0.59
1450042847,48.022,2.9582,0.59
1450042842,48.022,2.9625,0.59
1450042837,48.021,2.9556,0.59
1450042832,48.021,2.958,0.59
1450042826,48.021,2.9641,0.59
1450042821,48.021,2.9572,0.59
1450042816,48.021,2.9582,0.59
1450042811,48.02,2.9639,0.59
1450042806,48.02,2.9573,0.59
1450042801,48.02,2.9571,0.59
1450042795,48.02,2.9644,0.59
1450042790,48.02,2.961,0.59
1450042785,48.019,2.958,0.58
1450042780,48.02,2.9652,0.58
1450042775,48.019,2.9625,0.58
1450042770,48.02,2.9588,0.58
1450042764,48.021,2.9651,0.58
1450042759,48.023,2.9662,0.58
1450042754,48.024,2.9584,0.58
1450042749,48.025,2.9645,0.58
1450042744,48.025,2.9649,0.58
1450042739,48.026,2.9569,0.58
1450042733,48.026,2.9621,0.58
1450042728,48.026,2.9651,0.57
1450042723,48.025,2.9573,0.57
1450042718,48.025,2.96,0.57
1450042713,48.025,2.965,0.57
1450042707,48.025,2.9575,0.57
1450042702,48.023,2.9594,0.57
1450042697,48.024,2.9645,0.57
1450042692,48.023,2.9578,0.57
1450042687,48.023,2.9572,0.57
1450042682,48.024,2.9644,0.57
1450042676,48.024,2.9597,0.57
1450042671,48.024,2.9565,0.57
1450042666,48.025,2.9638,0.57
1450042661,48.024,2.9601,0.57
1450042656,48.025,2.957,0.56
1450042651,48.024,2.964,0.56
1450042645,48.025,2.9609,0.56
1450042640,48.026,2.9574,0.56
1450042635,48.027,2.9643,0.56
1450042630,48.029,2.9613,0.56
1450042625,48.03,2.9566,0.56
1450042620,48.031,2.962,0.56
1450042614,48.033,2.9627,0.56
1450042609,48.033,2.9542,0.56
1450042604,48.034,2.9599,0.56
1450042599,48.035,2.9606,0.56
1450042594,48.036,2.9522,0.56
1450042589,48.036,2.9571,0.56
1450042583,48.036,2.9585,0.56
1450042578,48.036,2.9505,0.56
1450042573,48.036,2.9546,0.55
1450042568,48.037,2.9592,0.55
1450042563,48.038,2.9514,0.55
1450042558,48.038,2.9539,0.55
1450042552,48.038,2.9587,0.55
1450042547,48.037,2.9512,0.55
1450042542,48.036,2.9528,0.55
1450042537,48.036,2.9581,0.55
1450042532,48.035,2.9537,0.55
1450042527,48.034,2.9513,0.55
1450042521,48.033,2.9585,0.55
1450042516,48.033,2.9545,0.55
1450042511,48.033,2.9517,0.54
1450042506,48.033,2.9583,0.54
1450042501,48.034,2.9587,0.54
1450042496,48.034,2.9524,0.54
1450042490,48.034,2.9589,0.54
1450042485,48.034,2.9588,0.54
1450042480,48.034,2.9525,0.54
1450042475,48.034,2.9587,0.54
1450042470,48.035,2.9604,0.54
1450042465,48.034,2.9541,0.54
1450042459,48.033,2.9574,0.54
1450042454,48.031,2.9622,0.54
1450042449,48.03,2.9546,0.54
1450042444,48.03,2.9586,0.53
1450042439,48.029,2.9634,0.53
1450042434,48.029,2.958,0.53
1450042428,48.028,2.9573,0.53
1450042423,48.028,2.9641,0.53
1450042418,48.028,2.9591,0.53
1450042413,48.029,2.9573,0.53
1450042408,48.029,2.9642,0.53
1450042402,48.028,2.9597,0.53
1450042397,48.028,2.9573,0.53
1450042392,48.029,2.9638,0.53
1450042387,48.027,2.9595,0.53
1450042382,48.026,2.9571,0.53
1450042377,48.025,2.9639,0.53
1450042371,48.025,2.9605,0.53
1450042366,48.024,2.9567,0.52
1450042361,48.024,2.9627,0.52
1450042356,48.023,2.9634,0.52
1450042351,48.023,2.9565,0.52
1450042346,48.023,2.9631,0.52
1450042340,48.022,2.964,0.52
1450042335,48.023,2.9567,0.52
1450042330,48.023,2.9634,0.52
1450042325,48.024,2.9663,0.52
1450042320,48.024,2.9585,0.52
1450042315,48.026,2.9618,0.52
1450042309,48.027,2.966,0.52
1450042304,48.027,2.958,0.52
1450042299,48.028,2.9611,0.52
1450042294,48.028,2.9653,0.52
1450042289,48.028,2.9591,0.51
1450042284,48.028,2.9576,0.51
1450042278,48.029,2.9646,0.51
1450042273,48.029,2.9594,0.51
1450042268,48.029,2.9575,0.51
1450042263,48.029,2.9635,0.51
1450042258,48.029,2.9619,0.51
1450042253,48.029,2.9563,0.51
1450042247,48.03,2.9636,0.51
1450042242,48.031,2.9624,0.51
1450042237,48.031,2.9556,0.51
1450042232,48.032,2.9622,0.51
1450042227,48.033,2.962,0.51
1450042222,48.032,2.9553,0.51
1450042216,48.033,2.9623,0.5
1450042211,48.033,2.9627,0.5
1450042206,48.032,2.9561,0.5
1450042201,48.033,2.9625,0.5
1450042196,48.033,2.9642,0.5
1450042191,48.032,2.956,0.5
1450042185,48.032,2.9601,0.5
1450042180,48.031,2.9645,0.5
1450042175,48.032,2.9568,0.5
1450042170,48.031,2.9602,0.5
1450042165,48.032,2.9649,0.5
1450042159,48.032,2.9572,0.5
1450042154,48.032,2.9601,0.5
1450042149,48.032,2.9645,0.5
1450042144,48.031,2.9596,0.5
1450042139,48.032,2.9586,0.49
1450042134,48.031,2.9655,0.49
1450042128,48.031,2.9606,0.49
1450042123,48.031,2.9571,0.49
1450042118,48.032,2.9639,0.49
1450042113,48.031,2.9626,0.49
1450042108,48.031,2.9567,0.49
1450042103,48.032,2.964,0.49
1450042097,48.032,2.9634,0.49
1450042092,48.034,2.9567,0.49
1450042087,48.033,2.9627,0.49
1450042082,48.035,2.9642,0.49
1450042077,48.035,2.9557,0.49
1450042072,48.035,2.9602,0.49
1450042066,48.035,2.9634,0.49
1450042061,48.035,2.9554,0.48
1450042056,48.035,2.9602,0.48
1450042051,48.034,2.9635,0.48
1450042046,48.035,2.9551,0.48
1450042041,48.034,2.9587,0.48
1450042035,48.034,2.9633,0.48
1450042030,48.034,2.9572,0.48
1450042025,48.034,2.9573,0.48
1450042020,48.033,2.9637,0.48
1450042015,48.033,2.958,0.48
1450042010,48.032,2.957,0.48
1450042004,48.032,2.9632,0.48
1450041999,48.032,2.9571,0.48
1450041994,48.032,2.9556,0.48
1450041989,48.032,2.9619,0.47
1450041984,48.031,2.9565,0.48
1450041979,48.032,2.955,0.48
1450041973,48.031,2.9617,0.47
1450041968,48.031,2.9587,0.48
1450041963,48.031,2.9536,0.47
1450041958,48.032,2.9608,0.47
1450041953,48.033,2.9594,0.47
1450041947,48.033,2.953,0.47
1450041942,48.034,2.9598,0.47
1450041937,48.034,2.9585,0.47
1450041932,48.035,2.9524,0.47
1450041927,48.036,2.9577,0.47
1450041922,48.035,2.9602,0.47
1450041916,48.036,2.9519,0.47
1450041911,48.036,2.9573,0.47
1450041906,48.036,2.9606,0.47
1450041901,48.036,2.9527,0.46
1450041896,48.037,2.9558,0.46
1450041891,48.038,2.9614,0.47
1450041885,48.037,2.9547,0.46
1450041880,48.037,2.9544,0.46
1450041875,48.037,2.9605,0.46
1450041870,48.037,2.9543,0.46
1450041865,48.037,2.9537,0.46
1450041860,48.037,2.9598,0.46
1450041854,48.037,2.9544,0.46
1450041849,48.038,2.9534,0.46
1450041844,48.037,2.9603,0.46
1450041839,48.039,2.9557,0.46
1450041834,48.038,2.9537,0.46
1450041829,48.039,2.96,0.46
1450041823,48.039,2.9576,0.46
1450041818,48.04,2.9517,0.46
1450041813,48.04,2.9582,0.45
1450041808,48.04,2.9573,0.45
1450041803,48.04,2.9506,0.45
1450041798,48.04,2.9577,0.45
1450041792,48.041,2.9579,0.45
1450041787,48.042,2.951,0.45
1450041782,48.042,2.9574,0.45
1450041777,48.043,2.9594,0.45
1450041772,48.043,2.9514,0.45
1450041767,48.044,2.9548,0.45
1450041761,48.045,2.9591,0.45
1450041756,48.046,2.9509,0.45
