"timeStamp","sixtyKTemp","threeKTemp","baseTemp"
1450072933,47.919,2.9576,2.87
1450072928,47.919,2.9564,2.88
1450072923,47.92,2.9508,2.92
1450072918,47.92,2.9572,2.88
1450072913,47.921,2.9562,2.9
1450072907,47.921,2.9496,2.89
1450072902,47.922,2.9562,2.92
1450072897,47.922,2.956,2.9
1450072892,47.923,2.9487,2.88
1450072887,47.922,2.9531,2.9
1450072882,47.923,2.9561,2.89
1450072876,47.922,2.9484,2.9
1450072871,47.922,2.9522,2.92
1450072866,47.922,2.9568,2.87
1450072861,47.922,2.9492,2.89
1450072856,47.922,2.9509,2.89
1450072851,47.922,2.9575,2.89
1450072845,47.923,2.9514,2.9
1450072840,47.923,2.9505,2.91
1450072835,47.922,2.9574,2.91
1450072830,47.922,2.9514,2.87
1450072825,47.921,2.9495,2.9
1450072820,47.92,2.9562,2.89
1450072814,47.919,2.9514,2.91
1450072809,47.919,2.949,2.94
1450072804,47.92,2.9556,2.89
1450072799,47.92,2.9511,2.88
1450072794,47.92,2.9479,2.91
1450072789,47.921,2.9532,2.9
1450072783,47.921,2.9521,2.89
1450072778,47.922,2.9452,2.9
1450072773,47.922,2.9515,2.87
1450072768,47.923,2.9528,2.87
1450072763,47.923,2.9449,2.85
1450072758,47.924,2.9489,2.88
1450072752,47.925,2.9517,2.89
1450072747,47.926,2.9436,2.89
1450072742,47.926,2.9451,2.87
1450072737,47.927,2.9508,2.9
1450072732,47.927,2.9438,2.87
1450072727,47.929,2.9419,2.89
1450072721,47.93,2.9487,2.91
1450072716,47.931,2.9452,2.91
1450072711,47.931,2.9406,2.9
1450072706,47.932,2.9467,2.87
1450072701,47.933,2.943,2.89
1450072696,47.934,2.9377,2.89
1450072690,47.936,2.9426,2.88
1450072685,47.939,2.9434,2.87
1450072680,47.941,2.9356,2.87
1450072675,47.943,2.9405,2.88
1450072670,47.945,2.9408,2.89
1450072665,47.947,2.9324,2.9
1450072659,47.949,2.9366,2.86
1450072654,47.95,2.9387,2.89
1450072649,47.953,2.9314,2.87
1450072644,47.955,2.9334,2.87
1450072639,47.957,2.9381,2.89
1450072634,47.958,2.9304,2.89
1450072628,47.96,2.9312,2.9
1450072623,47.962,2.9359,2.91
1450072618,47.963,2.9305,2.89
1450072613,47.964,2.9273,2.88
1450072608,47.965,2.9338,2.88
1450072603,47.965,2.9297,2.88
1450072597,47.966,2.9258,2.87
1450072592,47.967,2.9324,2.9
1450072587,47.966,2.9288,2.91
1450072582,47.966,2.9251,2.87
1450072577,47.967,2.9323,2.87
1450072571,47.966,2.931,2.88
1450072566,47.966,2.924,2.87
1450072561,47.966,2.9298,2.88
1450072556,47.964,2.9304,2.89
1450072551,47.964,2.9234,2.88
1450072546,47.963,2.9292,2.88
1450072540,47.961,2.9313,2.89
1450072535,47.962,2.9255,2.9
1450072530,47.962,2.9292,2.87
1450072525,47.963,2.9343,2.91
1450072520,47.964,2.9268,2.87
1450072515,47.966,2.9294,2.88
1450072509,47.966,2.9339,2.91
1450072504,47.967,2.9262,2.91
1450072499,47.968,2.9267,2.87
1450072494,47.969,2.9334,2.88
1450072489,47.97,2.9305,2.85
1450072484,47.971,2.9254,2.92
1450072478,47.972,2.9324,2.9
1450072473,47.971,2.9309,2.9
1450072468,47.972,2.9254,2.89
1450072463,47.971,2.9321,2.9
1450072458,47.971,2.9323,2.88
1450072453,47.97,2.9247,2.86
1450072447,47.969,2.9305,2.89
1450072442,47.969,2.9331,2.85
1450072437,47.968,2.926,2.91
1450072432,47.968,2.9316,2.89
1450072427,47.967,2.9342,2.88
1450072422,47.965,2.927,2.92
1450072416,47.965,2.9321,2.89
1450072411,47.964,2.9353,2.88
1450072406,47.962,2.9276,2.88
1450072401,47.96,2.931,2.9
1450072396,47.959,2.9371,2.89
1450072391,47.956,2.9307,2.87
1450072385,47.955,2.9326,2.87
1450072380,47.953,2.9393,2.91
1450072375,47.951,2.9355,2.88
1450072370,47.951,2.9334,2.88
1450072365,47.949,2.941,2.88
1450072360,47.948,2.9375,2.87
1450072354,47.948,2.9349,2.86
1450072349,47.947,2.942,2.88
1450072344,47.946,2.9393,2.89
1450072339,47.945,2.9363,2.88
1450072334,47.944,2.9428,2.87
1450072329,47.943,2.9432,2.84
1450072323,47.941,2.937,2.89
1450072318,47.939,2.944,2.88
1450072313,47.938,2.946,2.89
1450072308,47.936,2.94,2.91
1450072303,47.935,2.9465,2.88
1450072298,47.933,2.9499,2.88
1450072292,47.931,2.9438,2.89
1450072287,47.93,2.9479,2.9
1450072282,47.929,2.9531,2.89
1450072277,47.927,2.9466,2.9
1450072272,47.926,2.9495,2.89
1450072267,47.925,2.9555,2.89
1450072261,47.923,2.9507,2.87
1450072256,47.923,2.9495,2.87
1450072251,47.922,2.9568,2.88
1450072246,47.921,2.9528,2.9
1450072241,47.921,2.9507,2.91
1450072236,47.92,2.9577,2.88
1450072230,47.92,2.9545,2.87
1450072225,47.919,2.9516,2.89
1450072220,47.919,2.958,2.89
1450072215,47.918,2.9583,2.88
1450072210,47.917,2.9516,2.88
1450072205,47.916,2.9584,2.89
1450072199,47.915,2.9598,2.88
1450072194,47.914,2.9532,2.91
1450072189,47.914,2.9608,2.89
1450072184,47.914,2.9624,2.85
1450072179,47.914,2.9566,2.88
1450072174,47.914,2.9604,2.88
1450072168,47.915,2.9649,2.89
1450072163,47.915,2.957,2.84
1450072158,47.915,2.9577,2.89
1450072153,47.915,2.9641,2.88
1450072148,47.914,2.9587,2.86
1450072143,47.914,2.9573,2.86
1450072137,47.914,2.9644,2.88
1450072132,47.913,2.9599,2.87
1450072127,47.913,2.9569,2.89
1450072122,47.912,2.964,2.86
1450072117,47.911,2.9602,2.86
1450072111,47.911,2.9574,2.9
1450072106,47.91,2.9633,2.88
1450072101,47.91,2.9628,2.89
1450072096,47.91,2.9563,2.88
1450072091,47.911,2.9636,2.86
1450072086,47.911,2.9634,2.89
1450072080,47.91,2.9567,2.88
1450072075,47.91,2.9635,2.88
1450072070,47.91,2.9639,2.86
1450072065,47.91,2.9573,2.87
1450072060,47.91,2.9633,2.86
1450072055,47.91,2.9658,2.89
1450072049,47.911,2.9583,2.84
1450072044,47.911,2.9619,2.87
1450072039,47.911,2.9664,2.88
1450072034,47.911,2.9583,2.89
1450072029,47.911,2.9616,2.88
1450072024,47.911,2.9664,2.9
1450072018,47.91,2.959,2.88
1450072013,47.912,2.9616,2.87
1450072008,47.912,2.9665,2.87
1450072003,47.913,2.9599,2.85
1450071998,47.914,2.961,2.89
1450071992,47.914,2.9663,2.87
1450071987,47.915,2.9595,2.87
1450071982,47.916,2.96,2.85
1450071977,47.916,2.9661,2.85
1450071972,47.917,2.9597,2.88
1450071967,47.917,2.9595,2.86
1450071961,47.919,2.9658,2.9
1450071956,47.918,2.9594,2.88
1450071951,47.92,2.9591,2.85
1450071946,47.92,2.9657,2.88
1450071941,47.921,2.9601,2.87
1450071936,47.921,2.9581,2.85
1450071930,47.921,2.9646,2.89
1450071925,47.922,2.9592,2.86
1450071920,47.922,2.9572,2.86
1450071915,47.921,2.9634,2.89
1450071910,47.92,2.9584,2.87
1450071905,47.919,2.9558,2.9
1450071899,47.919,2.9623,2.89
1450071894,47.918,2.9587,2.85
1450071889,47.918,2.9551,2.86
1450071884,47.918,2.9623,2.9
1450071879,47.917,2.9623,2.87
1450071874,47.918,2.9555,2.89
1450071868,47.917,2.9621,2.89
1450071863,47.918,2.9622,2.84
1450071858,47.918,2.9545,2.86
1450071853,47.918,2.9609,2.88
1450071848,47.918,2.9625,2.88
1450071843,47.917,2.9556,2.88
1450071837,47.916,2.9593,2.88
1450071832,47.915,2.9635,2.86
1450071827,47.914,2.9558,2.87
1450071822,47.912,2.959,2.84
1450071817,47.912,2.9645,2.89
1450071811,47.911,2.9579,2.89
1450071806,47.91,2.9587,2.87
1450071801,47.91,2.9655,2.88
1450071796,47.91,2.961,2.86
1450071791,47.91,2.9598,2.84
1450071786,47.91,2.9663,2.86
1450071780,47.91,2.9611,2.86
1450071775,47.91,2.9588,2.85
1450071770,47.911,2.9658,2.88
1450071765,47.911,2.9612,2.88
1450071760,47.912,2.958,2.84
1450071755,47.913,2.9648,2.86
1450071749,47.915,2.9605,2.88
1450071744,47.915,2.9568,2.88
1450071739,47.915,2.9636,2.85
1450071734,47.916,2.9596,2.86
1450071729,47.917,2.9556,2.86
1450071724,47.92,2.9624,2.88
1450071718,47.92,2.9587,2.89
1450071713,47.922,2.9531,2.87
1450071708,47.923,2.9592,2.9
1450071703,47.924,2.9593,2.86
1450071698,47.925,2.9507,2.85
1450071693,47.925,2.956,2.89
1450071687,47.925,2.9567,2.88
1450071682,47.924,2.9483,2.87
1450071677,47.923,2.9522,2.9
1450071672,47.922,2.9575,2.92
1450071667,47.921,2.9503,2.86
1450071662,47.92,2.9537,2.89
1450071656,47.92,2.9587,2.91
1450071651,47.919,2.9513,2.87
1450071646,47.919,2.954,2.84
1450071641,47.919,2.9593,2.85
1450071636,47.918,2.9524,2.86
1450071630,47.918,2.9542,2.87
1450071625,47.918,2.96,2.87
1450071620,47.918,2.9532,2.88
1450071615,47.919,2.9546,2.89
1450071610,47.92,2.9602,2.86
1450071605,47.921,2.9555,2.86
1450071599,47.921,2.9524,2.84
1450071594,47.921,2.9588,2.87
1450071589,47.922,2.9565,2.88
1450071584,47.923,2.9498,2.86
1450071579,47.922,2.9563,2.88
1450071574,47.922,2.9561,2.86
1450071568,47.921,2.9491,2.84
1450071563,47.921,2.9555,2.85
1450071558,47.922,2.9581,2.85
1450071553,47.921,2.9506,2.83
1450071548,47.921,2.9541,2.86
1450071543,47.919,2.9577,2.86
1450071537,47.919,2.9491,2.88
1450071532,47.918,2.9523,2.84
1450071527,47.917,2.957,2.87
1450071522,47.917,2.9496,2.87
1450071517,47.917,2.9507,2.87
1450071512,47.917,2.9574,2.86
1450071506,47.916,2.9523,2.85
1450071501,47.916,2.9508,2.85
1450071496,47.916,2.9572,2.87
1450071491,47.916,2.9522,2.91
1450071486,47.917,2.95,2.88
1450071481,47.917,2.957,2.85
1450071475,47.918,2.9527,2.87
1450071470,47.918,2.9498,2.87
1450071465,47.918,2.9568,2.85
1450071460,47.917,2.9536,2.87
1450071455,47.917,2.9495,2.87
1450071450,47.917,2.9565,2.87
1450071444,47.917,2.9556,2.84
1450071439,47.916,2.9493,2.86
1450071434,47.916,2.9558,2.85
1450071429,47.917,2.9573,2.85
1450071424,47.918,2.9502,2.86
1450071418,47.92,2.9563,2.88
1450071413,47.921,2.9579,2.85
1450071408,47.921,2.9498,2.84
1450071403,47.921,2.9534,2.85
1450071398,47.921,2.9585,2.85
1450071393,47.921,2.9505,2.86
1450071387,47.921,2.9531,2.86
1450071382,47.92,2.9584,2.86
1450071377,47.919,2.9512,2.87
1450071372,47.919,2.9526,2.85
1450071367,47.918,2.958,2.84
1450071362,47.917,2.9515,2.84
1450071356,47.916,2.9525,2.84
1450071351,47.915,2.9584,2.86
1450071346,47.914,2.9521,2.85
1450071341,47.914,2.9525,2.86
1450071336,47.914,2.9596,2.84
1450071331,47.913,2.9541,2.89
1450071325,47.913,2.9522,2.85
1450071320,47.914,2.9595,2.85
1450071315,47.915,2.9572,2.88
1450071310,47.915,2.9523,2.9
1450071305,47.915,2.9591,2.83
1450071300,47.916,2.9573,2.86
1450071294,47.917,2.9512,2.85
1450071289,47.917,2.9582,2.83
1450071284,47.917,2.9573,2.87
1450071279,47.918,2.9509,2.86
1450071274,47.919,2.9572,2.87
1450071269,47.92,2.957,2.85
1450071263,47.921,2.9501,2.84
1450071258,47.922,2.9545,2.82
1450071253,47.921,2.9577,2.85
1450071248,47.921,2.9495,2.85
1450071243,47.922,2.9529,2.82
1450071237,47.921,2.9569,2.84
1450071232,47.922,2.9489,2.86
1450071227,47.922,2.9518,2.86
1450071222,47.923,2.9562,2.84
1450071217,47.923,2.9501,2.85
1450071212,47.922,2.9494,2.85
1450071206,47.922,2.9563,2.89
1450071201,47.922,2.9511,2.87
1450071196,47.922,2.9503,2.83
1450071191,47.921,2.9571,2.85
1450071186,47.921,2.9515,2.85
1450071181,47.921,2.9493,2.86
1450071175,47.92,2.9561,2.85
1450071170,47.92,2.9511,2.87
1450071165,47.92,2.9484,2.86
1450071160,47.919,2.9553,2.84
1450071155,47.92,2.9516,2.85
1450071150,47.921,2.9479,2.84
1450071144,47.922,2.9549,2.84
1450071139,47.923,2.9545,2.87
1450071134,47.924,2.9477,2.87
1450071129,47.924,2.9547,2.84
1450071124,47.924,2.9543,2.87
1450071119,47.924,2.9474,2.85
1450071113,47.924,2.9539,2.85
1450071108,47.923,2.9548,2.89
1450071103,47.923,2.9486,2.86
1450071098,47.922,2.9552,2.87
1450071093,47.922,2.9557,2.81
1450071087,47.922,2.9483,2.84
1450071082,47.922,2.9549,2.85
1450071077,47.922,2.9571,2.89
1450071072,47.923,2.9501,2.84
1450071067,47.923,2.9558,2.85
1450071062,47.922,2.9577,2.87
1450071056,47.921,2.9505,2.87
1450071051,47.92,2.9561,2.85
1450071046,47.919,2.9588,2.85
1450071041,47.917,2.9514,2.86
1450071036,47.915,2.9569,2.84
1450071031,47.913,2.9604,2.89
1450071025,47.911,2.9534,2.86
1450071020,47.909,2.957,2.82
1450071015,47.908,2.9635,2.84
1450071010,47.906,2.9573,2.89
1450071005,47.905,2.959,2.85
1450071000,47.904,2.9657,2.84
1450070994,47.905,2.9597,2.86
1450070989,47.905,2.9593,2.86
1450070984,47.905,2.9664,2.81
1450070979,47.904,2.9622,2.84
1450070974,47.904,2.9587,2.83
1450070969,47.905,2.9659,2.81
1450070963,47.905,2.963,2.85
1450070958,47.907,2.9585,2.83
1450070953,47.907,2.9655,2.85
1450070948,47.909,2.9619,2.82
1450070943,47.909,2.9564,2.84
1450070937,47.91,2.9627,2.86
1450070932,47.909,2.9603,2.85
1450070927,47.91,2.9543,2.8
1450070922,47.91,2.9613,2.85
1450070917,47.911,2.9619,2.82
1450070912,47.911,2.9544,2.83
1450070906,47.911,2.9594,2.83
1450070901,47.912,2.9615,2.84
1450070896,47.914,2.9534,2.85
1450070891,47.915,2.958,2.86
1450070886,47.915,2.9607,2.85
1450070881,47.917,2.9537,2.82
1450070875,47.917,2.9539,2.83
1450070870,47.918,2.9595,2.84
1450070865,47.917,2.9527,2.86
1450070860,47.917,2.953,2.85
1450070855,47.917,2.9591,2.85
1450070850,47.917,2.9528,2.81
1450070844,47.918,2.9518,2.82
1450070839,47.918,2.9579,2.85
1450070834,47.917,2.9552,2.82
1450070829,47.916,2.9505,2.83
1450070824,47.916,2.9587,2.85
1450070819,47.916,2.958,2.85
1450070813,47.917,2.9529,2.84
1450070808,47.918,2.9594,2.85
1450070803,47.917,2.9583,2.85
1450070798,47.917,2.9517,2.87
1450070793,47.916,2.9582,2.84
1450070788,47.915,2.9584,2.83
1450070782,47.915,2.952,2.82
1450070777,47.915,2.9585,2.83
1450070772,47.915,2.9589,2.83
1450070767,47.915,2.9518,2.84
1450070762,47.915,2.9565,2.85
1450070757,47.914,2.9609,2.82
1450070751,47.915,2.9528,2.85
1450070746,47.914,2.9555,2.84
1450070741,47.914,2.9602,2.84
1450070736,47.915,2.9527,2.86
1450070731,47.916,2.9549,2.84
1450070726,47.916,2.9601,2.86
1450070720,47.916,2.9543,2.84
1450070715,47.917,2.9524,2.84
1450070710,47.917,2.9592,2.83
1450070705,47.918,2.9544,2.83
1450070700,47.919,2.9511,2.83
1450070694,47.92,2.9575,2.86
1450070689,47.92,2.9533,2.83
1450070684,47.921,2.9478,2.83
1450070679,47.922,2.954,2.84
1450070674,47.921,2.9543,2.86
1450070669,47.922,2.9465,2.86
1450070663,47.922,2.9528,2.84
1450070658,47.922,2.9535,2.82
1450070653,47.923,2.9466,2.84
1450070648,47.923,2.9506,2.83
1450070643,47.923,2.9545,2.84
1450070638,47.924,2.9469,2.86
1450070632,47.925,2.949,2.82
1450070627,47.925,2.9536,2.85
1450070622,47.927,2.9463,2.82
1450070617,47.928,2.9478,2.83
1450070612,47.929,2.9529,2.85
1450070607,47.929,2.9453,2.82
1450070601,47.929,2.944,2.86
1450070596,47.93,2.9506,2.85
1450070591,47.93,2.9462,2.84
1450070586,47.93,2.9429,2.84
1450070581,47.93,2.9502,2.83
1450070576,47.931,2.9467,2.82
1450070570,47.93,2.9422,2.86
1450070565,47.929,2.9485,2.83
1450070560,47.929,2.9488,2.83
1450070555,47.929,2.9417,2.83
1450070550,47.928,2.9482,2.83
1450070545,47.928,2.9488,2.85
1450070539,47.929,2.941,2.86
1450070534,47.929,2.9472,2.82
1450070529,47.929,2.9496,2.83
1450070524,47.93,2.942,2.85
1450070519,47.931,2.9451,2.87
1450070514,47.932,2.9494,2.82
1450070508,47.933,2.9418,2.86
1450070503,47.934,2.944,2.81
1450070498,47.934,2.9487,2.83
1450070493,47.934,2.9432,2.84
1450070488,47.935,2.9411,2.83
1450070483,47.935,2.9482,2.8
1450070477,47.935,2.9431,2.83
1450070472,47.935,2.9409,2.81
1450070467,47.934,2.9474,2.85
1450070462,47.934,2.9438,2.81
1450070457,47.934,2.9401,2.85
1450070452,47.934,2.9471,2.86
1450070446,47.932,2.947,2.83
1450070441,47.932,2.9406,2.81
1450070436,47.932,2.9471,2.84
1450070431,47.931,2.9474,2.82
1450070426,47.93,2.9409,2.83
1450070421,47.93,2.9473,2.82
1450070415,47.93,2.9496,2.82
1450070410,47.93,2.9422,2.82
1450070405,47.929,2.9465,2.83
1450070400,47.928,2.9509,2.85
1450070395,47.928,2.9435,2.85
1450070390,47.927,2.9474,2.83
1450070384,47.926,2.9523,2.83
1450070379,47.926,2.9464,2.83
1450070374,47.926,2.946,2.82
1450070369,47.925,2.9523,2.83
1450070364,47.925,2.949,2.81
1450070359,47.924,2.9436,2.82
1450070353,47.923,2.9512,2.81
1450070348,47.923,2.9496,2.83
1450070343,47.923,2.9442,2.82
1450070338,47.924,2.9509,2.79
1450070333,47.924,2.9499,2.81
1450070328,47.924,2.9432,2.82
1450070322,47.925,2.9498,2.82
1450070317,47.926,2.9496,2.81
1450070312,47.927,2.9424,2.84
1450070307,47.928,2.9481,2.84
1450070302,47.929,2.9487,2.83
1450070296,47.929,2.9406,2.83
1450070291,47.93,2.946,2.82
1450070286,47.93,2.9488,2.83
1450070281,47.93,2.9413,2.86
1450070276,47.93,2.9432,2.84
1450070271,47.93,2.9479,2.84
1450070265,47.93,2.9411,2.83
1450070260,47.93,2.9425,2.83
1450070255,47.93,2.9475,2.82
1450070250,47.929,2.9429,2.84
1450070245,47.93,2.9407,2.82
1450070240,47.93,2.9473,2.83
1450070234,47.93,2.9439,2.82
1450070229,47.931,2.9405,2.79
1450070224,47.93,2.9477,2.82
1450070219,47.931,2.9443,2.83
1450070214,47.931,2.9397,2.83
1450070209,47.931,2.9458,2.85
1450070203,47.931,2.9461,2.83
1450070198,47.931,2.939,2.79
1450070193,47.931,2.9451,2.81
1450070188,47.931,2.9461,2.82
1450070183,47.931,2.9385,2.83
1450070178,47.93,2.944,2.8
1450070172,47.93,2.9465,2.81
1450070167,47.929,2.9384,2.83
1450070162,47.93,2.9414,2.82
1450070157,47.93,2.9465,2.8
1450070152,47.931,2.9392,2.82
1450070147,47.931,2.9415,2.83
1450070141,47.931,2.9466,2.83
1450070136,47.932,2.9413,2.81
1450070131,47.933,2.939,2.83
1450070126,47.934,2.946,2.84
1450070121,47.934,2.9411,2.84
1450070116,47.935,2.9385,2.81
1450070110,47.936,2.9452,2.82
1450070105,47.936,2.9408,2.81
1450070100,47.935,2.9369,2.83
1450070095,47.935,2.9441,2.8
1450070090,47.935,2.9437,2.82
1450070085,47.934,2.9379,2.84
1450070079,47.934,2.9427,2.8
1450070074,47.933,2.9455,2.84
1450070069,47.93,2.9378,2.82
1450070064,47.93,2.9426,2.8
1450070059,47.929,2.9467,2.83
1450070054,47.928,2.9405,2.81
1450070048,47.928,2.9422,2.82
1450070043,47.928,2.9478,2.81
1450070038,47.927,2.9413,2.81
1450070033,47.926,2.9421,2.83
1450070028,47.926,2.9486,2.83
1450070023,47.926,2.9428,2.82
1450070017,47.926,2.9425,2.84
1450070012,47.926,2.9488,2.82
1450070007,47.927,2.9426,2.83
1450070002,47.926,2.9419,2.81
1450069997,47.925,2.948,2.83
1450069991,47.925,2.9426,2.83
1450069986,47.926,2.9416,2.79
1450069981,47.925,2.948,2.83
1450069976,47.925,2.9427,2.83
1450069971,47.926,2.941,2.83
1450069966,47.926,2.9476,2.8
1450069960,47.926,2.9452,2.83
1450069955,47.927,2.9399,2.8
1450069950,47.927,2.9465,2.83
1450069945,47.927,2.9451,2.8
1450069940,47.927,2.9392,2.81
1450069935,47.927,2.9462,2.83
1450069929,47.928,2.9478,2.82
1450069924,47.928,2.9399,2.8
1450069919,47.929,2.9445,2.79
1450069914,47.928,2.9472,2.82
1450069909,47.928,2.9409,2.81
1450069904,47.929,2.9421,2.8
1450069898,47.927,2.9473,2.79
1450069893,47.927,2.9403,2.82
1450069888,47.926,2.9413,2.82
1450069883,47.926,2.9472,2.78
1450069878,47.926,2.9432,2.81
1450069873,47.925,2.9398,2.81
1450069867,47.924,2.947,2.81
1450069862,47.923,2.9437,2.84
1450069857,47.922,2.9408,2.81
1450069852,47.922,2.9483,2.8
1450069847,47.921,2.9458,2.81
1450069842,47.921,2.9419,2.8
1450069836,47.92,2.9485,2.81
1450069831,47.919,2.9491,2.81
1450069826,47.919,2.9421,2.81
1450069821,47.918,2.949,2.82
1450069816,47.917,2.9503,2.79
1450069811,47.915,2.9436,2.81
1450069805,47.914,2.9503,2.81
1450069800,47.913,2.953,2.81
1450069795,47.913,2.9464,2.82
1450069790,47.913,2.9524,2.79
1450069785,47.913,2.9546,2.83
1450069780,47.913,2.9473,2.8
1450069774,47.913,2.9515,2.8
1450069769,47.913,2.9567,2.83
1450069764,47.913,2.949,2.83
1450069759,47.913,2.9517,2.82
1450069754,47.913,2.9565,2.82
1450069749,47.913,2.949,2.83
1450069743,47.913,2.9509,2.79
1450069738,47.912,2.9561,2.81
1450069733,47.912,2.9492,2.79
1450069728,47.912,2.95,2.82
1450069723,47.911,2.9554,2.8
1450069718,47.912,2.9513,2.81
1450069712,47.912,2.9486,2.81
1450069707,47.913,2.956,2.82
1450069702,47.913,2.9522,2.8
1450069697,47.913,2.9485,2.79
1450069692,47.914,2.9542,2.81
1450069686,47.913,2.9537,2.81
1450069681,47.913,2.9473,2.82
1450069676,47.912,2.9536,2.8
1450069671,47.912,2.9536,2.8
1450069666,47.912,2.9473,2.81
1450069661,47.912,2.9539,2.82
1450069655,47.912,2.9559,2.81
1450069650,47.913,2.9485,2.8
1450069645,47.913,2.9529,2.81
1450069640,47.912,2.9567,2.82
1450069635,47.912,2.949,2.8
1450069630,47.911,2.9536,2.8
1450069624,47.911,2.958,2.8
1450069619,47.909,2.9502,2.8
1450069614,47.909,2.9528,2.82
1450069609,47.908,2.9596,2.81
1450069604,47.908,2.953,2.8
1450069599,47.908,2.954,2.78
1450069593,47.908,2.9601,2.8
1450069588,47.909,2.954,2.77
1450069583,47.91,2.955,2.81
1450069578,47.91,2.9608,2.81
1450069573,47.91,2.9544,2.81
1450069568,47.91,2.9542,2.81
1450069562,47.91,2.9609,2.79
1450069557,47.91,2.9548,2.83
1450069552,47.91,2.9543,2.81
1450069547,47.911,2.9601,2.8
1450069542,47.911,2.9574,2.79
1450069537,47.911,2.9531,2.79
1450069531,47.911,2.9601,2.8
1450069526,47.911,2.957,2.82
1450069521,47.911,2.9519,2.8
1450069516,47.911,2.9593,2.8
1450069511,47.91,2.9574,2.79
1450069505,47.91,2.9521,2.8
1450069500,47.91,2.9594,2.81
1450069495,47.909,2.9577,2.81
1450069490,47.909,2.9525,2.79
1450069485,47.908,2.9601,2.81
1450069480,47.908,2.9592,2.79
1450069474,47.908,2.9537,2.81
1450069469,47.909,2.9605,2.81
1450069464,47.908,2.9596,2.79
1450069459,47.907,2.9531,2.79
1450069454,47.907,2.9587,2.79
1450069449,47.907,2.9613,2.78
1450069443,47.905,2.9539,2.8
1450069438,47.905,2.9588,2.8
1450069433,47.904,2.9619,2.8
1450069428,47.904,2.955,2.81
1450069423,47.904,2.9606,2.79
1450069418,47.904,2.9637,2.79
1450069412,47.903,2.9554,2.79
1450069407,47.902,2.9598,2.79
1450069402,47.903,2.9637,2.81
1450069397,47.904,2.957,2.8
1450069392,47.904,2.9588,2.84
1450069387,47.905,2.9648,2.81
1450069381,47.905,2.9573,2.82
1450069376,47.906,2.9581,2.78
1450069371,47.906,2.964,2.81
1450069366,47.906,2.9593,2.81
1450069361,47.907,2.9553,2.81
1450069356,47.907,2.9625,2.79
1450069350,47.907,2.9593,2.79
1450069345,47.907,2.956,2.79
1450069340,47.906,2.9631,2.81
1450069335,47.907,2.9619,2.81
1450069330,47.907,2.9551,2.76
1450069325,47.906,2.9618,2.82
1450069319,47.906,2.9638,2.82
1450069314,47.905,2.9559,2.78
1450069309,47.905,2.9608,2.79
1450069304,47.906,2.9653,2.82
1450069299,47.905,2.9585,2.79
1450069294,47.905,2.9588,2.79
1450069288,47.905,2.9652,2.79
1450069283,47.905,2.9586,2.78
1450069278,47.905,2.959,2.79
1450069273,47.905,2.9647,2.8
1450069268,47.905,2.9608,2.78
1450069263,47.905,2.9574,2.8
1450069257,47.906,2.9645,2.8
1450069252,47.906,2.9611,2.79
1450069247,47.905,2.9568,2.81
1450069242,47.905,2.964,2.8
1450069237,47.906,2.9611,2.79
1450069232,47.906,2.9567,2.8
1450069226,47.906,2.9631,2.78
1450069221,47.907,2.9603,2.8
1450069216,47.907,2.9553,2.82
1450069211,47.907,2.9618,2.79
1450069206,47.908,2.96,2.82
1450069200,47.908,2.9548,2.8
1450069195,47.908,2.9616,2.78
1450069190,47.909,2.9593,2.81
1450069185,47.909,2.9533,2.81
1450069180,47.91,2.9596,2.8
1450069175,47.91,2.9577,2.82
1450069169,47.91,2.9516,2.79
1450069164,47.911,2.9568,2.81
1450069159,47.911,2.9586,2.77
1450069154,47.91,2.9508,2.78
1450069149,47.911,2.9554,2.78
1450069144,47.912,2.9582,2.82
1450069138,47.912,2.9505,2.76
1450069133,47.914,2.9522,2.8
1450069128,47.915,2.9575,2.81
1450069123,47.916,2.9498,2.77
1450069118,47.916,2.9508,2.79
1450069113,47.917,2.9559,2.79
1450069107,47.917,2.9486,2.79
1450069102,47.916,2.9482,2.81
1450069097,47.916,2.955,2.78
1450069092,47.916,2.9501,2.8
1450069087,47.916,2.9476,2.78
1450069082,47.914,2.9543,2.79
1450069076,47.914,2.9502,2.79
1450069071,47.913,2.9478,2.8
1450069066,47.914,2.955,2.81
1450069061,47.913,2.9539,2.76
1450069056,47.913,2.9474,2.82
1450069051,47.914,2.954,2.82
1450069045,47.914,2.9538,2.79
1450069040,47.915,2.9477,2.78
1450069035,47.914,2.9544,2.78
1450069030,47.915,2.9549,2.79
1450069025,47.915,2.9483,2.77
1450069020,47.915,2.9528,2.79
1450069014,47.915,2.9562,2.77
1450069009,47.915,2.9484,2.77
1450069004,47.916,2.9505,2.8
1450068999,47.917,2.9565,2.77
1450068994,47.917,2.9499,2.81
1450068989,47.918,2.9495,2.79
1450068983,47.917,2.955,2.78
1450068978,47.918,2.9486,2.79
1450068973,47.917,2.9469,2.78
1450068968,47.916,2.954,2.77
1450068963,47.917,2.9513,2.78
1450068958,47.916,2.9476,2.79
1450068952,47.915,2.9552,2.79
1450068947,47.915,2.9521,2.76
1450068942,47.914,2.9482,2.78
1450068937,47.914,2.9552,2.76
1450068932,47.913,2.9527,2.75
1450068927,47.913,2.9479,2.78
1450068921,47.912,2.955,2.77
1450068916,47.913,2.953,2.77
1450068911,47.913,2.9477,2.77
1450068906,47.914,2.9538,2.8
